Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
sonar,8,0.826923076923077,0.03140371465106641,0.8249655627268421,0.03134378149667965,2.1737586657206216,0.0033457279205322266
