Trial,Seed,name,Depth,Optimal Epoch,Train Accuracy,Test Accuracy,Train F1 Macro,Test F1 Macro,Train Loss,Validation Loss,Train Time,Test Accuracy Time
1,0,climate_crashes,8,398,0.9888888888888889,0.9629629629629629,0.962098170417856,0.8584608932690292,0.014815030619502068,0.02838272601366043,7.801739692687988,0.004114866256713867
2,1,climate_crashes,8,442,0.9777777777777777,0.9481481481481482,0.9225473321858864,0.8336560464706917,0.015781162306666374,0.03628848120570183,8.857585906982422,0.004127979278564453
3,2,climate_crashes,8,193,0.9703703703703703,0.9407407407407408,0.8867687146152233,0.734251968503937,0.03361491486430168,0.06342842429876328,3.947687864303589,0.0033121109008789062
