Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
banknote_authentication,8,0.9990281827016521,0.0013743572034723896,0.9990161065932334,0.0013914353997789989,13.975220759709677,0.004832267761230469
