Trial,Seed,name,Depth,Optimal Epoch,Train Accuracy,Test Accuracy,Train F1 Macro,Test F1 Macro,Train Loss,Validation Loss,Train Time,Test Accuracy Time
1,0,segment,2,3886,0.7598105548037889,0.7597402597402597,0.7555633808276522,0.7544218782805133,0.27313363552093506,0.2849217653274536,3.93204927444458,0.0003447532653808594
2,1,segment,2,7750,0.8362652232746955,0.8311688311688312,0.8317490969466798,0.8240832510451185,0.17582857608795166,0.18709391355514526,7.637805223464966,0.0003368854522705078
