Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
segment,2,0.7954545454545454,0.035714285714285754,0.7892525646628159,0.03483068638230258,5.784927248954773,0.0003408193588256836
