Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
breast-cancer-wisconsin,8,0.9627450980392157,0.005545935538718,0.9588544167810852,0.006059785311824983,3.0735745429992676,0.004256407419840495
