Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
car,8,0.9359567901234568,0.008931972918819581,0.8390607959441247,0.018834485836174673,50.26673936843872,0.004522562026977539
