Trial,Seed,name,Depth,Optimal Epoch,Train Accuracy,Test Accuracy,Train F1 Macro,Test F1 Macro,Train Loss,Validation Loss,Train Time,Test Accuracy Time
1,0,connect-4,2,611,0.669002682949394,0.6696269982238011,0.3303379063658079,0.32880377936220545,0.3356235921382904,0.33624202013015747,5.433451175689697,0.0021369457244873047
2,1,connect-4,2,507,0.6639605883985568,0.6646684428656009,0.3544416961949681,0.3564474085261831,0.3346770703792572,0.33443623781204224,6.582467079162598,0.002341747283935547
