Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
connect-4,2,0.667147720544701,0.0024792776791001114,0.3426255939441943,0.013821814581988834,6.0079591274261475,0.0022393465042114258
