Trial,Seed,name,Depth,Optimal Epoch,Train Accuracy,Test Accuracy,Train F1 Macro,Test F1 Macro,Train Loss,Validation Loss,Train Time,Test Accuracy Time
1,0,balance-scale,2,711,0.7380191693290735,0.7756410256410257,0.5124962160645595,0.5378046610923324,0.25846052169799805,0.2683936357498169,0.5507712364196777,0.00031304359436035156
